employee_id,fullname,area,position,department,division,directorate,grade,education,major,years_of_service_months,CEX,CSI,FTC,GDR,IDS,LIE,QDD,SEA,STO,VCU,rating_2025,iq,mbti,pauli,faxtor,disc,qtq,tiki,Papi_A,Papi_B,Papi_C,Papi_D,Papi_E,Papi_F,Papi_G,Papi_I,Papi_K,Papi_L,Papi_N,Papi_O,Papi_P,Papi_R,Papi_S,Papi_T,Papi_V,Papi_W,Papi_X,Papi_Z,strength_1,strength_2,strength_3,strength_4,strength_5,tenure_years,competency_mean,cognitive_index,is_top_performer,strength_count,grade_num,strength_match_score,success_score
EMP100054,Nugroho Maulida,Store,HRBP,IT,Talent Management,Commercial,III,S1,Economics,22,0.050505051,0.040816327,5,5,0.050505051,5,,0.050505051,5,0.060606061,5,88,ISTJ,23,42,SI,36,8,7,3,4,7,2,6,4,0.875,6,9,3,8,0.5,5,6,2,2,0.625,2,5,Includer,Maximizer,Focus,Intellection,Activator,0.147651007,5.111111111,0.397244546,1,5,0,2,44.09278667
EMP100055,Putri Nugroho,HQ,Supply Planner,Finance,Sales,Commercial,IV,SMA,Psychology,42,0.050505051,0.020408163,3,4,0.04040404,3,4,,3,0.04040404,4,124,INFJ,50,80,DS,26,9,6,9,1,4,9,4,3,0.25,9,8,8,7,0.5,9,9,6,1,0.25,7,2,Discipline,Input,,Individualization,Belief,0.281879195,3.666666667,0.714121699,0,4,0.5,0,
EMP100056,Ayunda Ramadhan,Store,Brand Executive,Marketing,Product Dev,HR & Corp Affairs,III,S2,Economics,96,,0.020408163,3,3,0.03030303,3,4,,2,0.04040404,3,,INTJ,44,20,CI,,5,9,7,2,4,5,3,2,0.75,8,,5,8,0.875,4,2,2,,0.25,3,2,Achiever,Command,Positivity,Belief,Intellection,0.644295302,3.125,0.114810563,0,5,0,1,
EMP100057,Nurlita Kusuma,HQ,Supply Planner,HR,Sales,Technology,V,D3,Engineering,60,0.03030303,0.010204082,3,2,0.02020202,3,3,0.04040404,3,0.03030303,3,123,ENTP,39,27,IS,35,9,2,1,9,8,9,5,8,0.125,6,2,2,3,0.375,,4,2,8,0.75,6,9,Empathy,Maximizer,,Positivity,Analytical,0.402684564,2.8,0.521239954,0,4,1,0,15.92740451
EMP100058,Adit Anugrah Halim,Plant,Data Analyst,Marketing,Digital Marketing,HR & Corp Affairs,V,S1,Engineering,66,0.01010101,0.010204082,1,,0.02020202,2,1,0.01010101,2,0.02020202,4,,INTJ,60,96,CS,,8,1,9,1,8,4,6,,1,2,7,4,2,0.75,7,8,5,7,0,3,4,Self-Assurance,Empathy,Futuristic,Context,Command,0.44295302,1.555555556,0.660160735,0,5,1,2,48.61517682
EMP100059,Fajar Dharma Subekti,Plant,Finance Officer,HR,Sales,Commercial,V,SMA,Statistics,75,,0.040816327,4,5,0.04040404,4,5,0.050505051,5,0.04040404,5,92,,64,77,SI,13,9,6,9,2,6,3,2,1,0.625,2,2,6,9,0.125,1,,5,1,1,6,6,Activator,Connectedness,Positivity,Learner,Arranger,0.503355705,4.555555556,0.597014925,1,5,1,1,
EMP100060,Wulan Maulida,Store,Finance Officer,Marketing,Digital Marketing,Technology,IV,S1,Design,44,0.03030303,0.030612245,,3,0.02020202,3,,0.03030303,2,0.03030303,5,,ENTP,46,96,CS,,7,6,8,,5,2,2,1,1,,7,4,9,1,3,6,8,1,1,7,4,Deliberative,Activator,Competition,Futuristic,,0.295302013,2.875,0.574052813,1,4,0.5,2,50.3053705
EMP100061,Oktavia Anugrah Setiawan,Plant,Supply Planner,Marketing,Digital Marketing,Commercial,V,D3,Psychology,46,,0.010204082,3,2,0.03030303,3,,0.03030303,6,0.03030303,3,,ENTP,92,22,IC,,6,5,4,4,3,4,,5,0.875,4,3,8,4,0.625,6,7,8,6,0.75,6,9,Competition,Individualization,,Adaptability,Command,0.308724832,3.125,0.407577497,0,4,1,0,
EMP100062,Valdo Jatmiko Mahendra,Plant,HRBP,R&D,Product Dev,HR & Corp Affairs,IV,S2,Design,40,0.03030303,0.010204082,4,3,0.03030303,3,4,0.03030303,2,0.03030303,3,89,ISTP,42,25,,31,8,5,8,3,8,3,7,3,0.625,4,9,5,9,0.875,6,,9,1,,6,1,Learner,Individualization,Woo,Deliberative,Context,0.268456376,3,0.390355913,0,5,0.5,0,
EMP100063,Ayu Lestari Pradana,Distribution,Brand Executive,Marketing,Operations,Commercial,III,S2,Psychology,42,0.02020202,0.020408163,4,3,0.02020202,4,4,0.03030303,3,0.03030303,3,,ESFP,45,96,SC,,8,1,2,7,5,4,1,3,0,7,3,8,6,0.375,1,4,2,9,1,3,9,,Woo,,Adaptability,Self-Assurance,0.281879195,3.1,0.574052813,0,3,0,1,28.03541163
EMP100064,Kurnia Purnama,HQ,Supply Planner,Operations,Sales,Technology,V,D3,Statistics,38,0.02020202,0.010204082,3,2,0.03030303,2,2,0.02020202,3,0.02020202,2,96,ESTP,55,27,IS,26,4,9,6,1,8,3,5,1,0.875,9,8,7,4,0.5,7,1,5,1,0.25,3,6,Futuristic,Ideation,Arranger,Adaptability,Achiever,0.255033557,2.3,0.435132032,0,5,1,1,30.21443389
EMP100065,Rani Saputra,Store,Brand Executive,Finance,Sales,HR & Corp Affairs,IV,D3,Engineering,24,0.050505051,0.030612245,4,4,,5,,0.04040404,3,,4,90,ISFP,22,29,CS,34,10,5,6,5,7,5,4,,0.25,,8,8,3,0.625,2,5,8,4,,6,1,Harmony,Focus,Command,Developer,Learner,0.161073826,4.142857143,0.355912744,0,5,0.5,0,
EMP100066,Tania Lestari Setiawan,Store,Finance Officer,Finance,Operations,Commercial,III,D3,Business,65,0.03030303,0.020408163,4,,0.03030303,3,3,0.03030303,3,0.04040404,3,84,ENTJ,54,64,CD,28,10,1,8,8,8,3,4,,0.25,4,6,3,4,0.25,4,7,8,7,,8,2,Ideation,,Responsibility,Individualization,Strategic,0.436241611,3.222222222,0.545350172,0,4,0,0,
EMP100067,Indra Zulfikar,Plant,Finance Officer,Finance,Operations,Commercial,V,D3,Business,89,0.03030303,0.020408163,2,3,0.04040404,2,3,0.03030303,,0.04040404,3,101,INTJ,40,38,SD,20,6,,7,8,,7,6,5,0.75,6,5,7,,1,4,5,3,8,0.875,9,4,Intellection,Empathy,Strategic,Connectedness,Includer,0.597315436,3,0.424799082,0,5,1,1,35.97990401
EMP100068,Nabila Qolbi Suharto,Distribution,Finance Officer,HR,Talent Management,HR & Corp Affairs,III,SMA,Business,68,0.01010101,0,2,1,0.01010101,1,,0.02020202,1,0.01010101,1,,INTP,34,60,DI,16,5,7,2,6,1,9,7,2,0.625,4,4,,3,0.5,3,1,4,7,0.75,2,3,Discipline,,Ideation,Individualization,Activator,0.456375839,1.222222222,0.213834673,0,4,0,1,26.19169057
EMP100069,Anisa Permadi,Plant,HRBP,HR,Sales,Technology,III,S1,Design,61,0.02020202,0.020408163,,3,0.03030303,3,4,,,0.03030303,,93,INFJ,36,41,IC,36,10,8,8,5,7,2,4,3,0.875,6,8,3,6,0.625,4,3,9,6,0.25,9,9,Restorative,Analytical,Command,Learner,Arranger,0.409395973,3,0.462686567,0,5,0,1,
EMP100070,Kartika Rachman Ramadhan,Store,Supply Planner,HR,Sales,Technology,III,D3,Psychology,47,0.02020202,0.010204082,3,3,0.03030303,99,3,0.03030303,4,0.03030303,,137,ENFJ,74,38,DC,36,2,2,2,7,5,5,3,3,0.375,4,5,4,6,1,4,9,9,2,0.25,5,8,Empathy,Self-Assurance,Restorative,Belief,Adaptability,0.315436242,12.5,0.707233065,0,5,0,2,45.96978088
EMP100071,Rafa Situmorang,Plant,HRBP,IT,Sales,Technology,III,S1,Engineering,72,0.02020202,0.010204082,3,3,0.03030303,3,4,0.03030303,4,0.03030303,3,107,ENTP,38,52,DC,35,7,2,5,2,5,5,7,2,1,1,3,6,9,0.625,4,7,9,5,0.125,4,,Maximizer,Woo,Achiever,Focus,Strategic,0.483221477,3,0.541905855,0,5,0,0,15.15543495
EMP100072,Nugroho Hartanto,Distribution,Finance Officer,Operations,Product Dev,Commercial,III,S2,Statistics,45,0.02020202,0,1,2,0.02020202,3,2,0.03030303,2,0.03030303,2,87,INFP,92,40,CI,32,4,6,6,9,7,4,9,,0.625,,5,3,3,0,3,9,6,3,0.125,2,5,Command,Relator,Harmony,Individualization,Empathy,0.302013423,2.1,0.597014925,0,5,0,0,10.95243859
EMP100073,Dimas Halim Ananda,Plant,Finance Officer,IT,Talent Management,Commercial,V,S2,Business,85,0.02020202,0,1,1,0.02020202,2,2,0.01010101,2,0.01010101,2,104,ESTJ,42,31,IC,35,9,9,5,2,2,2,4,,0.875,8,4,5,6,0.625,9,9,9,2,0.5,,5,Communication,Restorative,,Positivity,Strategic,0.570469799,1.5,0.479908152,0,4,1,1,33.03400627
EMP100074,Ari Utama Putra,Distribution,Data Analyst,Finance,Product Dev,HR & Corp Affairs,V,D3,Economics,32,0.03030303,0.030612245,3,4,0.03030303,3,4,0.03030303,3,,3,131,INTJ,52,76,CI,25,4,4,6,8,2,8,1,6,0.375,2,3,2,8,0.375,5,4,1,5,0.125,1,9,Relator,Achiever,Consistency,Developer,Woo,0.214765101,3.333333333,0.710677382,0,5,1,0,
EMP100075,Rizki Halim Zulfikar,Distribution,Sales Supervisor,Marketing,Talent Management,Technology,III,SMA,Engineering,24,0.050505051,0.040816327,5,5,0.050505051,5,5,0.04040404,5,0.050505051,5,,INTP,31,78,ID,,2,8,9,4,4,4,3,8,0.125,5,8,5,3,0.875,3,7,2,4,,8,7,Developer,Positivity,Intellection,,Harmony,0.161073826,4.9,0.355912744,1,4,0,1,
EMP100076,Rizki Wijaya,Plant,Supply Planner,Operations,Sales,HR & Corp Affairs,III,S2,Business,4,0.04040404,,3,,0.050505051,4,4,0.04040404,4,0.03030303,4,80,ESFP,90,52,IS,34,4,1,9,5,,5,1,6,0.5,1,7,8,5,0.125,2,,9,8,,1,2,,Empathy,Activator,Ideation,Communication,0.026845638,3.875,0.61423651,0,4,0,1,
EMP100077,Novi Setiawan,Store,Finance Officer,IT,Digital Marketing,Technology,III,S2,Psychology,35,,0.010204082,2,3,0.01010101,3,2,,2,0.01010101,2,135,ENFJ,79,57,CD,32,1,5,,9,7,2,2,6,0.25,1,2,5,7,0.25,3,7,7,1,0.5,6,9,Discipline,Deliberative,,Intellection,Maximizer,0.234899329,2,0.765786452,0,4,0,1,
EMP100078,Indra Anggara,Distribution,Supply Planner,IT,Digital Marketing,Technology,V,SMA,Business,39,0.03030303,0.010204082,,4,0.03030303,3,2,0.03030303,3,0.04040404,3,84,ISTP,99,46,SI,19,8,5,6,5,6,5,9,6,0.375,6,2,3,3,0.75,5,8,1,6,0.75,3,,Deliberative,,Context,Ideation,Achiever,0.261744966,3,0.600459242,0,4,1,0,18.33560647
EMP100079,Novi Hasibuan,Store,Finance Officer,IT,Sales,Commercial,III,D3,Psychology,67,,0.030612245,3,4,,4,4,0.03030303,3,0.04040404,3,122,ISTJ,22,38,DS,23,5,3,8,5,6,6,3,2,0.125,2,4,1,1,0.125,5,5,9,8,0.875,,9,Deliberative,Achiever,Focus,Strategic,,0.44966443,3.625,0.442020666,0,4,0,0,
EMP100080,Andi Mahardika Handayani,Distribution,Data Analyst,IT,Product Dev,Technology,IV,SMA,Design,43,0.03030303,0.020408163,3,2,0.04040404,,3,0.03030303,3,0.03030303,3,87,ENFJ,55,29,DC,36,8,1,1,7,3,7,4,6,0.625,8,7,,5,0.25,1,3,4,6,0.25,4,6,Context,Maximizer,Positivity,Achiever,,0.288590604,3,0.45924225,0,4,0.5,0,12.94990346
EMP100081,Ari Yulianto,Store,Supply Planner,Finance,Product Dev,Technology,V,S2,Economics,85,0.050505051,0.020408163,3,3,0.03030303,5,4,0.04040404,4,0.050505051,4,138,ENFP,49,31,CS,23,7,9,2,3,,6,2,6,0.125,2,2,3,1,0.375,6,2,6,1,0,8,6,Empathy,Learner,Intellection,Activator,Arranger,0.570469799,3.9,0.572904707,0,5,1,2,45.66006541
EMP100082,Budi Dharma Lukman,Store,Brand Executive,IT,Operations,Technology,V,SMA,Business,63,0.03030303,0.030612245,4,3,0.03030303,4,,0.050505051,3,0.04040404,4,133,INTP,94,39,,27,6,5,5,4,5,1,,2,0.75,8,1,1,3,0,,2,3,1,1,1,4,Command,Ideation,Connectedness,Significance,Empathy,0.422818792,3.666666667,0.748564868,0,5,1,0,19.96332747
EMP100083,Rizka Erlangga Subekti,Plant,Supply Planner,R&D,Digital Marketing,Technology,IV,SMA,Business,19,0.04040404,,4,4,0.04040404,4,,0.050505051,5,0.04040404,,99,ENTJ,50,81,CD,30,2,,5,7,8,2,,8,0.25,2,9,4,7,0.5,3,,4,4,1,8,6,Communication,,Restorative,Futuristic,Intellection,0.127516779,4.25,0.621125144,0,4,0.5,3,
EMP100084,Dian Rachman Handayani,Plant,Supply Planner,HR,Digital Marketing,Technology,IV,D3,Design,16,0.050505051,0.040816327,4,5,0.03030303,4,4,0.04040404,3,0.04040404,4,118,,56,48,SD,36,5,3,5,1,7,8,4,3,0.375,6,9,8,1,1,8,7,,8,0,3,7,Ideation,Input,Focus,Maximizer,Restorative,0.10738255,4.1,0.62456946,0,5,0.5,1,30.69373393
EMP100085,Ahmad Rohman,Store,Data Analyst,IT,Sales,HR & Corp Affairs,V,S1,Business,22,0.04040404,0.020408163,3,5,0.04040404,4,4,0.04040404,4,0.04040404,4,,ENTJ,86,61,,26,8,6,2,6,3,2,1,4,1,3,7,5,2,0.625,9,5,4,3,0.125,4,2,,Empathy,Connectedness,Positivity,Consistency,0.147651007,3.9,0.497990815,0,4,1,0,16.73622647
EMP100086,Rani Syahputra,Plant,HRBP,R&D,Talent Management,Commercial,V,S2,Economics,23,0.04040404,0.040816327,4,4,0.03030303,5,4,0.04040404,4,0.04040404,4,110,ISTJ,79,76,IC,36,3,7,6,4,6,7,2,7,0.375,5,3,1,2,0,1,9,3,7,,9,3,Consistency,Responsibility,Relator,Connectedness,Positivity,0.154362416,4.1,0.765786452,0,5,1,0,
EMP100087,Rizka Ananda,Distribution,Brand Executive,R&D,Operations,HR & Corp Affairs,V,S2,Economics,12,0.01010101,0.010204082,1,1,0.01010101,1,1,0.01010101,1,0.01010101,1,109,ENFP,36,63,DS,25,2,9,6,4,3,6,4,8,0.75,7,7,2,7,0.5,7,9,5,9,0.75,7,,Activator,Responsibility,Learner,Maximizer,,0.080536913,1.1,0.528128588,0,4,1,1,30.76055259
EMP100088,Nadia Saputra Mahendra,Store,Finance Officer,HR,Sales,Commercial,III,S2,Statistics,38,0.03030303,0.010204082,2,2,,2,2,0.01010101,,0.01010101,2,83,ISFP,29,88,CS,29,5,8,9,5,7,5,4,5,0.375,1,2,8,3,0.25,9,1,3,4,0.875,9,9,Ideation,Relator,Woo,Input,Discipline,0.255033557,1.875,0.524684271,0,5,0,0,
EMP100089,Umar Simanjuntak,HQ,Sales Supervisor,Marketing,Product Dev,Technology,V,S1,Engineering,56,0.04040404,0.010204082,2,,,4,2,0.03030303,3,0.03030303,,,,97,26,CD,,10,9,8,5,9,3,5,7,0.625,3,3,2,7,1,9,2,4,2,0.625,9,2,Arranger,Woo,Ideation,Learner,Empathy,0.375838926,2.875,0.482204363,0,5,1,0,
EMP100090,Maya Pratomo,Store,Supply Planner,Operations,Sales,HR & Corp Affairs,IV,S1,Psychology,27,0.03030303,0.020408163,4,4,0.04040404,4,5,0.050505051,4,0.050505051,4,,ESTJ,48,96,DS,29,1,3,3,1,4,2,9,7,0,8,6,,7,1,5,2,3,3,0.5,8,1,Adaptability,Strategic,Significance,Achiever,Relator,0.181208054,4.1,0.467853042,0,5,0.5,0,14.83874509
EMP100091,Oka Candra Firmansyah,Distribution,Finance Officer,IT,Digital Marketing,Commercial,IV,S2,Business,10,0.04040404,0.030612245,3,4,0.050505051,4,,,4,0.04040404,4,102,ENFP,36,83,DS,23,6,,4,4,6,2,7,1,0.25,6,3,3,4,0.875,1,7,3,3,1,3,5,Relator,Activator,Deliberative,Learner,Command,0.067114094,4,0.579793341,0,5,0.5,1,
EMP100092,Ahmad Indrawan,Distribution,Data Analyst,Marketing,Digital Marketing,Technology,V,S1,Design,68,,0.020408163,3,3,0.02020202,3,4,0.03030303,4,0.03030303,3,,ENTJ,43,51,IC,,1,3,4,3,7,3,7,5,0.875,1,7,1,,0.625,2,2,,5,1,6,6,Analytical,Intellection,Maximizer,Adaptability,Communication,0.456375839,3.111111111,0.264064294,0,5,1,1,
EMP100093,Nadia Lestari Utami,Distribution,Data Analyst,Operations,Product Dev,Technology,IV,S1,Statistics,57,0.01010101,0.010204082,1,2,0.02020202,1,2,0.02020202,,0.02020202,2,93,ENTP,71,31,CS,24,3,6,4,,8,9,7,3,0.5,1,1,9,8,0,8,9,8,3,0.25,2,8,Harmony,Discipline,Learner,Achiever,Individualization,0.382550336,1.666666667,0.483352468,0,5,0.5,0,11.44659588
EMP100094,Nadia Utama Yulianto,Distribution,Brand Executive,IT,Product Dev,Technology,III,S1,Engineering,33,0.04040404,,4,3,0.04040404,3,4,0.04040404,4,0.04040404,4,95,INFJ,24,50,SD,16,6,2,7,6,4,9,1,8,0.75,6,5,2,6,1,3,9,6,6,0.25,2,,Intellection,Focus,Input,Ideation,Communication,0.22147651,3.777777778,0.376578645,0,5,0,1,
EMP100095,Fitri Pamungkas,Store,Finance Officer,Marketing,Talent Management,HR & Corp Affairs,IV,S2,Psychology,41,0.02020202,0.010204082,4,3,0.04040404,4,4,0.04040404,3,0.02020202,3,,ISFJ,66,40,SC,,5,1,7,3,1,4,8,5,0.625,8,4,2,7,0.25,7,9,2,9,,5,7,Positivity,Achiever,Ideation,Arranger,Includer,0.275167785,3.2,0.355912744,0,5,0.5,0,
EMP100096,Rama Dharma Wibowo,Plant,Data Analyst,R&D,Operations,Commercial,IV,S2,Engineering,77,0.01010101,,2,2,0.03030303,,3,0.02020202,2,0.01010101,2,,ENTJ,42,78,SI,20,7,5,,6,2,2,9,3,0.5,1,7,7,2,0.75,4,2,1,4,0.5,9,9,Restorative,Focus,Consistency,Connectedness,Learner,0.516778523,2,0.351607348,0,5,0.5,1,
EMP100097,Valdo Subekti,Distribution,Supply Planner,HR,Digital Marketing,Technology,III,S1,Economics,64,0.04040404,0.020408163,,,0.03030303,,3,0.03030303,3,0.03030303,3,,INFJ,44,76,DC,32,2,4,2,8,3,6,2,5,0.125,7,9,8,6,0.75,4,1,,9,1,4,4,Input,Analytical,Belief,Command,Discipline,0.429530201,3.142857143,0.381745121,0,5,0,0,14.10942812
EMP100098,Indra Hidayat,Store,Finance Officer,IT,Digital Marketing,Commercial,V,S1,Business,57,0.04040404,0.030612245,3,,0.02020202,3,4,0.03030303,3,0.02020202,3,128,ENTJ,37,32,ID,17,9,,8,7,7,6,,7,0.375,6,4,2,8,0.75,7,3,6,5,0,1,9,Self-Assurance,Maximizer,Developer,Consistency,Deliberative,0.382550336,3.111111111,0.486796785,0,5,1,1,30.53445587
EMP100099,Tania Suharto,Store,HRBP,Marketing,Operations,HR & Corp Affairs,III,S1,Statistics,46,0.03030303,0.020408163,3,3,0.03030303,3,2,0.04040404,2,0.04040404,3,,ESTJ,52,80,SC,,7,7,4,5,,3,,4,,4,,5,2,1,9,,7,8,,1,1,Developer,Responsibility,Belief,Harmony,Futuristic,0.308724832,3,0.516647532,0,5,0,1,
EMP100100,Intan Rachman Suharto,Store,Brand Executive,Marketing,Digital Marketing,Commercial,IV,D3,Design,55,0.01010101,0,1,2,0.01010101,1,,0.01010101,,0.02020202,1,,,44,56,DC,,6,2,8,3,6,5,5,3,0.25,1,9,1,6,0.5,7,,3,4,0.75,5,1,Relator,Connectedness,Belief,,Command,0.369127517,1.25,0.327210103,0,4,0.5,0,12.19349619
EMP100101,Yoga Pratomo,Distribution,HRBP,Finance,Digital Marketing,HR & Corp Affairs,V,SMA,Psychology,51,0.03030303,0.040816327,4,4,0.04040404,,4,0.050505051,4,0.04040404,4,81,ESTJ,35,97,IC,26,2,4,4,9,,4,6,,,1,,2,5,0.75,4,5,7,7,0.125,4,4,Belief,Intellection,Includer,Responsibility,Arranger,0.342281879,4.111111111,0.548794489,0,5,1,1,
EMP100102,Dinda Permadi,HQ,Finance Officer,R&D,Digital Marketing,Technology,III,S2,Economics,22,0.02020202,0.020408163,2,2,0.02020202,1,2,0.01010101,3,0.02020202,,111,INTJ,47,89,SI,19,5,5,7,9,9,1,4,5,0.625,4,1,6,9,0.5,9,2,5,3,,,4,Futuristic,Intellection,Discipline,,Woo,0.147651007,2,0.652123995,0,4,0,2,
EMP100103,Ayu Ginting,Distribution,Data Analyst,IT,Digital Marketing,Technology,IV,D3,Business,32,,0.040816327,5,5,0.050505051,5,5,0.050505051,5,0.050505051,5,105,ESTJ,62,73,,26,2,7,7,,,9,4,2,0.75,3,5,3,7,0.875,3,8,2,4,0.125,5,6,Significance,Self-Assurance,Arranger,Ideation,Discipline,0.214765101,5,0.641791045,1,5,0.5,1,
EMP100104,Budi Pratama,Store,HRBP,IT,Product Dev,HR & Corp Affairs,III,SMA,Statistics,81,0.01010101,0,,1,0.01010101,1,1,0.02020202,1,0.01010101,1,102,ISTP,80,37,DC,23,9,9,5,1,2,9,9,9,1,6,4,,5,1,2,2,9,3,0,1,9,Harmony,,Self-Assurance,Learner,,0.543624161,1.111111111,0.583237658,0,3,0,1,31.19696203
EMP100105,Maya Yulianto,Distribution,Brand Executive,Marketing,Sales,HR & Corp Affairs,III,SMA,Business,16,0.02020202,0,,1,,,2,0.01010101,1,,1,,ENFJ,50,45,SC,,7,9,1,3,1,,,9,0.5,7,9,5,3,0.75,9,4,7,5,0.875,9,3,Adaptability,Context,Includer,Restorative,Achiever,0.10738255,1.333333333,0.304247991,0,5,0,1,
EMP100106,Valdo Wijaya Wijaya,Plant,Brand Executive,R&D,Talent Management,Technology,V,SMA,Business,64,0.02020202,0,1,1,0.01010101,2,1,0.01010101,1,0.01010101,1,102,ENFJ,72,49,CD,29,4,1,3,9,3,8,2,3,0.375,3,5,6,5,0.125,4,9,4,6,0.5,6,7,Context,Includer,Learner,Empathy,Belief,0.429530201,1.2,0.600459242,0,5,1,0,14.89340505
EMP100107,Dian Fauziah,HQ,HRBP,Operations,Product Dev,Commercial,IV,SMA,Engineering,45,0.03030303,0.020408163,2,4,0.03030303,2,2,0.03030303,4,0.03030303,,104,ISFP,28,59,CI,41,9,1,5,3,9,1,5,9,1,8,3,3,4,0.625,7,8,,5,0.25,2,9,Developer,,Discipline,Context,Responsibility,0.302013423,2.9,0.548794489,0,4,0.5,0,16.3961258
EMP100108,Dinda Erlangga Handayani,HQ,Finance Officer,IT,Talent Management,Technology,IV,S1,Statistics,58,0.04040404,0.030612245,3,3,0.04040404,5,4,0.03030303,4,0.04040404,4,129,ISTP,73,70,DC,27,5,6,5,7,1,5,,4,1,,,8,4,1,2,8,3,,,7,9,Intellection,Communication,Learner,,Significance,0.389261745,3.8,0.765786452,0,4,0.5,1,
EMP100109,Dinda Wibowo,Distribution,Data Analyst,IT,Sales,Technology,V,SMA,Engineering,55,0.01010101,0.010204082,1,2,0.01010101,1,2,,1,0.01010101,1,91,ESFP,90,96,DC,16,4,9,4,1,3,9,9,6,0.75,,8,6,,0.25,8,1,5,2,0.875,8,3,Woo,Empathy,Developer,,Futuristic,0.369127517,1.333333333,0.741676234,0,4,1,1,
EMP100110,Citra Hartanto,HQ,Sales Supervisor,IT,Talent Management,HR & Corp Affairs,V,S2,Engineering,46,0.02020202,0.030612245,4,2,,3,3,0.03030303,3,,3,97,INFP,36,63,SD,37,5,,3,9,8,2,6,7,0,2,8,3,,0.5,4,1,9,5,0.875,1,4,Input,Relator,Context,Communication,Focus,0.308724832,3,0.538461538,0,5,1,0,
EMP100111,Rendra Herlambang,HQ,Finance Officer,R&D,Sales,Commercial,V,S2,Psychology,44,0.02020202,0.010204082,2,3,0.02020202,2,,0.02020202,2,0.02020202,2,83,ENFJ,38,99,ID,22,8,4,,3,7,7,7,7,0,8,5,8,1,0,5,1,3,4,1,7,6,Relator,,Positivity,Deliberative,Includer,0.295302013,2.111111111,0.579793341,0,4,1,0,14.34597512
EMP100112,Adit Mahardika Pratama,Store,Finance Officer,Finance,Sales,Technology,III,D3,Economics,36,0.02020202,0.010204082,1,,0.02020202,2,3,0.03030303,2,0.02020202,2,132,ENTP,88,83,,25,7,1,,7,5,6,7,4,0.875,5,2,6,2,0,7,2,7,5,0,7,2,Consistency,Strategic,Input,Focus,Self-Assurance,0.241610738,2.111111111,0.872560276,0,5,0,1,28.78170324
EMP100113,Iman Rachman Rahmawati,Store,Brand Executive,R&D,Product Dev,Commercial,IV,D3,Psychology,55,0.03030303,0.020408163,3,4,0.02020202,,3,0.03030303,2,0.03030303,,117,INTJ,57,72,ID,28,10,1,6,6,1,,7,3,,8,5,6,7,0.375,9,8,2,4,0.625,,5,,Individualization,Connectedness,Empathy,Focus,0.369127517,2.888888889,0.696900115,0,4,0.5,0,
EMP100114,Vania Fadillah Fauziah,HQ,HRBP,Marketing,Talent Management,HR & Corp Affairs,IV,SMA,Design,15,0.04040404,0.040816327,5,4,0.04040404,5,,0.050505051,5,0.050505051,5,,INFJ,33,29,DI,,7,5,4,2,,2,9,2,0.875,9,7,8,2,0.25,,7,8,3,0.5,8,,Futuristic,Intellection,Woo,Achiever,Relator,0.100671141,4.666666667,0.114810563,1,5,0.5,2,40.81511315
EMP100115,Satya Yudhistira Lukman,Distribution,Brand Executive,HR,Sales,HR & Corp Affairs,III,S2,Engineering,41,0.01010101,0,1,1,0.01010101,1,1,0.01010101,1,0.01010101,2,90,ENFJ,21,62,IS,23,7,7,9,2,5,5,,4,0.5,7,4,4,5,0.75,,4,3,7,0.625,7,3,Communication,Learner,Positivity,Command,Arranger,0.275167785,1,0.417910448,0,5,0,0,12.4248929
EMP100116,Bayu Ridwan,HQ,Supply Planner,Marketing,Product Dev,HR & Corp Affairs,V,S1,Psychology,50,0.04040404,0.040816327,5,3,0.050505051,3,4,,,0.04040404,,,ISFP,89,40,SI,,7,4,2,3,1,7,,9,1,5,4,8,1,0.125,5,9,2,6,0.875,7,5,Activator,Developer,Restorative,Relator,Context,0.33557047,4.125,0.499425947,0,5,1,2,
EMP100117,Prasetyo Gunawan,Store,HRBP,R&D,Operations,HR & Corp Affairs,IV,S1,Statistics,39,0.04040404,0.040816327,5,,0.04040404,4,4,0.03030303,4,0.04040404,4,86,INFJ,40,98,,25,5,8,,,7,8,4,2,0.75,5,3,3,2,0.25,2,3,4,3,1,9,4,Input,Achiever,Intellection,Strategic,Relator,0.261744966,4.111111111,0.593570608,0,5,0.5,1,32.14924436
EMP100118,Julia Pramudita Hartanto,Store,HRBP,HR,Talent Management,Technology,V,S1,Engineering,53,0.03030303,0.010204082,3,,0.03030303,4,4,0.03030303,3,,,,ISTJ,67,31,IC,32,2,3,8,9,7,8,8,5,1,2,3,3,6,0.625,6,7,2,1,0.25,4,7,Adaptability,Relator,Self-Assurance,Intellection,Individualization,0.355704698,3.125,0.287026406,0,5,1,2,
EMP100119,Iman Ginting,HQ,Supply Planner,Finance,Product Dev,Commercial,IV,S1,Economics,1,0.04040404,0.030612245,,4,0.04040404,4,5,0.04040404,3,0.04040404,4,102,INTJ,96,35,SI,29,1,5,1,7,1,,5,9,0.375,4,5,2,7,1,2,,4,2,0.625,7,,Self-Assurance,Strategic,Significance,Individualization,Command,0.006711409,4,0.62456946,0,5,0.5,1,32.00394759
EMP100120,Iman Maulida,HQ,Data Analyst,Finance,Operations,Commercial,IV,D3,Economics,52,,0,1,3,0.02020202,2,2,,2,0.03030303,2,127,,53,45,SC,29,8,4,2,4,,,3,5,1,2,9,4,2,1,5,2,,8,1,1,6,,Restorative,Belief,Woo,Achiever,0.348993289,2,0.621125144,0,4,0.5,1,
